"person_id","case_id","arrival_location_id","case_size","ArrivalDate","arrival_age","Nationality_norm","sex","free_case","hard_singles_male","hard_singles_female","hard_spf","case_placement_order","arrival_location_order"
"82e40189e0eb42ec619f4391afb528a568e8892d33799c8e137c371f69f82924","03abb0a19882078a224cde0b13db2f09","de5bb19c",4,2023-02-16,24,"afghanistan","Male",0,0,0,0,15,11
"97e7248a2fe3b71af014428fc558491f0f0d2bef076c274809bcb744be0449ab","101f0746ae4dfe8c6d7607020fd1b50e","eb58ce03",6,2023-02-16,28,"burma","Female",1,0,0,0,16,10
"07529599948851da4ff0a2063add4afc6883d1e8dc6698b308413dfd398c0619","101f0746ae4dfe8c6d7607020fd1b50e","eb58ce03",6,2023-02-16,33,"burma","Male",1,0,0,0,16,10
"32078913c1fe7f840cd4080a56df4bfd466ab0feaf09563e8aa716b97031d08f","1313b8185ac8c13035ae2482310fdbe2","88311c24",1,2023-02-16,36,"afghanistan","Male",0,1,0,0,17,1
"d811b17c9458e02315e895775f140f77b3c56f0cefc5a9be96b392895e45ec57","27a54d446024638732e6a40519bdf6b5","371950f7",1,2023-02-16,29,"demrepcongo","Male",0,0,0,0,18,12
"7328a16215a9104a93a3b2bb19c4703f08d21356ecd0d59dffd2ce0d9c6eb54d","27b09c9c9bbed3ce62de94d465a6b3f9","d6222000",1,2023-02-16,31,"somalia","Female",0,0,0,0,19,13
"58d157a234eb57a62a1accb05407d69bebb3c4547cfde1646575962f53924a8f","4f3fd59354ffe4a7d98e4a9f3f087061","3f92aae8",3,2023-02-16,24,"demrepcongo","Female",0,1,0,1,20,8
"97b6d0935c961f8b2ebbf48fb3729e9c65fb998941a14217e2f996f383643574","526c7604e602d76dd074c868b1749e4d","df4d0d19",1,2023-02-16,55,"burma","Male",0,1,0,0,21,14
"32cf7812fa50017f3d9dbb255e730238a171afc8d9dbee7ac357146acd50ad7d","6bdf055cf2d0be7be3c1654ca09af4ae","2449a303",3,2023-02-16,35,"burma","Female",0,0,0,1,22,15
"86c0e298a2e93b0b2afb1f5e3c7166f8f1d39410df4221246d210a1dfcbbd577","73c3b32a31a41046f487f01d7f6a5dee","371950f7",1,2023-02-16,74,"demrepcongo","Female",0,0,0,0,23,12
"9e80db944990526fa37f5bba436abfc69ded0231c13fbdf42e667c6c97f3e84d","83e365c2e03242d8b0ad9316d0b62031","eb58ce03",6,2023-02-16,38,"burma","Male",0,0,0,0,24,10
"2717f55b605d80f6cc6534fa3418bc42e213a0ea97c9445e40fef66134355cf7","83e365c2e03242d8b0ad9316d0b62031","eb58ce03",6,2023-02-16,29,"burma","Female",0,0,0,0,24,10
"2208bd1bcf6932beacd005adab7f51e2d8f7520dd9ac457870e0b801f7dfd1a8","90faf5bd7899dbdeb454184b33373aea","d6222000",6,2023-02-16,39,"somalia","Female",0,0,0,0,25,13
"d3a7857201f5fa1925046e52945dc51bb43f7c94953c8b247f7380bc2e770e95","90faf5bd7899dbdeb454184b33373aea","d6222000",6,2023-02-16,45,"somalia","Male",0,0,0,0,25,13
"08d82046985b534754162b149f8790b5ada18bb5a7f03e4bed8a62a75d7b2919","938df4eead8623838d83617ea34bb77a","18d79a06",1,2023-02-16,33,"afghanistan","Male",0,1,0,0,26,16
"cd7a050dde6d88fa3df81add4c1ae3dc2d809b1170af33af53598a0fd80456f1","942eeaacb5c9678d9381d8f93a524a47","c572d3f4",1,2023-02-16,32,"syria","Female",1,0,0,0,27,6
"beedc776903df3c2cc7320a8a8a14c00520d418e0c377a9cf1086111022d366a","9fe1451e0107c58d1ea42c4793f4d992","2449a303",1,2023-02-16,36,"burma","Male",0,0,0,1,28,15
"965b9ed002603a12ffd4ff6986866a79d06c0b41c6b132780c7aea8863d2a28f","b21c032b02664b844e7d266077ef00cc","3f92aae8",1,2023-02-16,26,"demrepcongo","Male",0,1,0,1,29,8
"bbdc038591e0d6d569cdb466b7a07de5bec0475d39338dbc62027dba29477b0c","bdea16febc6c277f3baf2eaa75937c5b","c572d3f4",4,2023-02-16,26,"demrepcongo","Female",0,0,0,1,30,6
"5c70eda41d03991c50bc5bb9741042f1ef7ba3d92ae8b82a1ae1222cf2e0fdc2","d0e05c346db733f62c2f905a95ab0432","c572d3f4",1,2023-02-16,42,"syria","Female",1,0,0,0,31,6
"6a9dd9fbadb6bbb62d570bd200f8e2346ad9287e5bf75d07210e5259132e143f","828689b225309e658f75006548f7ec8f","b794e0ae",1,2023-02-17,31,"afghanistan","Male",0,1,0,0,32,17
"58ad2df03080601e8c92ddd2bf0e72c880215d32d34b9e279c8d7a6748a352ab","23c4cf081c06fce6969dcb51ca05658b","19c12683",5,2023-02-18,34,"afghanistan","Male",0,0,0,0,33,5
"36ce109ef1f0e42fded22dd86d5bf44b96eec7eada90448819c07a93598b27c8","23c4cf081c06fce6969dcb51ca05658b","19c12683",5,2023-02-18,31,"afghanistan","Female",0,0,0,0,33,5
"079c2c5e4fc7d22a6e293778caf458b9ea10f4c60eab600702c8a0d3a3991457","0db5493a9d2051236b55feb2ed49f6cc","c572d3f4",2,2023-02-20,19,"afghanistan","Female",0,0,0,0,34,6
"d2bb6de124e9768df99b09f6dd38997dbdd65cb1e0b6f2a82a020e7b2dbec094","0db5493a9d2051236b55feb2ed49f6cc","c572d3f4",2,2023-02-20,29,"afghanistan","Male",0,0,0,0,34,6
"2c48dbbe39a9c02e3f755de7c6e1cdb5640ae319c86a3e3b5ccee2aeb114c3ac","cfe726b5b4bf9604443c1ecdae49e0bf","f8fa5674",4,2023-02-20,21,"afghanistan","Female",0,0,0,0,35,18
"f8169fce811133463ed7aad406698337339d639729517a60388f5061d95c1518","cfe726b5b4bf9604443c1ecdae49e0bf","f8fa5674",4,2023-02-20,34,"afghanistan","Male",0,0,0,0,35,18
"b2a0cfd6dd01bdfbb0661f52636d13905f7b42dbf02af0a109e975f5672984eb","7c35cd86e9fe56217bcd3d60e0cb5d1e","2c30329f",10,2023-02-21,55,"demrepcongo","Male",1,0,0,0,36,19
"2a9c8f9e0d0f5bbc6b41bd674bf866c9ec5ff29c9493a1d0380078d4b0d7e000","7c35cd86e9fe56217bcd3d60e0cb5d1e","2c30329f",10,2023-02-21,39,"demrepcongo","Female",1,0,0,0,36,19
"38d47bd7a4a603b81b37226708777322cd03e298e1102986330e0c9761170a4b","7c35cd86e9fe56217bcd3d60e0cb5d1e","2c30329f",10,2023-02-21,18,"demrepcongo","Male",1,0,0,0,36,19
"579b57b9144fb5ce8e3053cee7085015abe08e2b889b850f63272d1f47c423e5","c8f93ecca1cf6dd8c2a947e4e64a6ed4","19c12683",4,2023-02-21,27,"afghanistan","Female",0,0,0,0,37,5
"ca29e95debc754c3f3af9c40d6e6ca5a85cf5ee36abac5a1b838ae729959e9da","c8f93ecca1cf6dd8c2a947e4e64a6ed4","19c12683",4,2023-02-21,35,"afghanistan","Male",0,0,0,0,37,5
"0a76d542a1fd3ad54e4da387020d79943af7112278c54113fbccfb31c158aa89","de532fad656f1f135e6c7886a2cc2db9","de5bb19c",6,2023-02-21,37,"afghanistan","Male",0,0,0,0,38,11
"fd43f774fa71b33c0241a3caa59dc0c4fd1fbe72059f805f4b3e38f295b0f8ec","de532fad656f1f135e6c7886a2cc2db9","de5bb19c",6,2023-02-21,36,"afghanistan","Female",0,0,0,0,38,11
"c8c43d35b144e8c47c567a640be08e0fe82abe2f09a78466507fe29ed12706c8","e914a7f897fc43557e0f23cff7b90bf1","19334d00",4,2023-02-21,43,"syria","Female",0,0,0,0,39,20
"a7a09aba22d1c577802c75f47c9a1a7681f357244520227256645193d2e4abaf","e914a7f897fc43557e0f23cff7b90bf1","19334d00",4,2023-02-21,42,"syria","Male",0,0,0,0,39,20
"469908a7f4580cc1100c8a4a8c7c952635516ec17bda48b3f2ba82eb49cbd16c","f3b903226e2d6ea11ac0471e4e5365e6","f8083df7",7,2023-02-21,40,"afghanistan","Male",0,0,0,0,40,21
"cf3569c1f557e9d6ff1464e41ab4f611b0783002940bc6edaf0168d0545ffeec","f3b903226e2d6ea11ac0471e4e5365e6","f8083df7",7,2023-02-21,40,"afghanistan","Female",0,0,0,0,40,21
"2701fa31be767b6670ac0376419e7408915a05835130d2e4f7868ad6a35237c6","fc93f2b63b62087d3143e8097c3af943","56af9059",2,2023-02-21,35,"afghanistan","Male",0,0,0,0,41,3
"6cdc30271128de7259aa5aaafa4837c8dbf752ae10d583b6b0b5a96217540df5","fc93f2b63b62087d3143e8097c3af943","56af9059",2,2023-02-21,30,"afghanistan","Female",0,0,0,0,41,3
"a1f11514c5f99c76768865928ddead9c38f7896adb1424ce36c05d958147294a","0e44ea7b592686b4b276788daf013b18","eabc1905",1,2023-02-22,23,"demrepcongo","Male",0,1,0,0,42,22
"adfe0a136b89daf1ac1c281affb605415c7985a9751f75cfcf69c61396b40c9e","2984d82f3e60ab51d360d9f350cee050","56af9059",7,2023-02-22,40,"afghanistan","Male",0,0,0,0,43,3
"b094cdf26735ef24dc147240333c6a70b23bd4d5c085dd0147b752354ab8fb55","2984d82f3e60ab51d360d9f350cee050","56af9059",7,2023-02-22,34,"afghanistan","Female",0,0,0,0,43,3
"b16bd38d45c41e2bdb91a11abca4ccdd49737f60dea0d3ea01075c0ab9976604","4019183d17d6b5d559591f3c294b6242","eabc1905",5,2023-02-22,31,"demrepcongo","Female",0,0,0,1,44,22
"4430185ad4a9b06777eb466c1f9985cb86a2f68e6a1b34c7161d0e9aa91fe4be","4c3c85012ac42df374521280f7bfa0fd","18d79a06",10,2023-02-22,32,"demrepcongo","Female",1,0,0,0,45,16
"c97c57f130cab3d2919fcfe2bc62894cf15345a86c45aeb2d795589d81f13911","4c3c85012ac42df374521280f7bfa0fd","18d79a06",10,2023-02-22,37,"demrepcongo","Male",1,0,0,0,45,16
"fb474f28c200562737d4b6078ef372ab43403e10f7bbda0309d94a43bb55223d","5dfb99c285b2b73a33b00ba2dff59ebe","3f92aae8",1,2023-02-22,27,"demrepcongo","Female",1,0,1,1,46,8
"a940c9786d6694ad01ce6683e4d5e18a493c0080edf367969d8a26df93d845cc","6ce7dc6281c4c5ebc1be168eb85de179","88311c24",1,2023-02-22,61,"demrepcongo","Female",0,1,1,0,47,1
"40b560d901200460f97eabd8d75aa11667b6168fe0163b95346a0c06f65f51b6","71f97ffc7c7a086c89702e49bd5fd4cc","56af9059",7,2023-02-22,43,"afghanistan","Female",0,0,0,0,48,3
"4f4ca664f96e18f808d7c549553ad59d164fe5535d18d69898fb0e5ae95ff951","71f97ffc7c7a086c89702e49bd5fd4cc","56af9059",7,2023-02-22,37,"afghanistan","Male",0,0,0,0,48,3
"24e322a602d1b91581417502daa3433fce15df61af8edbaba1bd1249947f246a","7c3e7ee61bfb51a4ed68315c7ca478f9","cd0b4268",1,2023-02-22,60,"afghanistan","Male",0,1,0,0,49,23
"7c05ba52bffa9fc9748dfb180563444d173f1e7216048bd929b7e5fbab4aed39","84c2e69790e80c3eb0ec3d385f50f8a5","0a63bef4",5,2023-02-22,21,"venezuela","Female",0,0,0,0,50,24
"bf9a04dec739e1d161bfdd047dfa730a52337e129af3a554fb21bbf8def0c65c","84c2e69790e80c3eb0ec3d385f50f8a5","0a63bef4",5,2023-02-22,39,"venezuela","Female",0,0,0,0,50,24
"0cd802ac8f73d9090a50eb925ee539177130e9fd20703d0ed1105c4d68b6eb0e","84c2e69790e80c3eb0ec3d385f50f8a5","0a63bef4",5,2023-02-22,51,"venezuela","Male",0,0,0,0,50,24
"d0c3b35ad93f686dd50c07804b1ebf24d44222e5392e323caef06ee09bfd6c76","abff9108ebb001ea182c5d786862b280","88311c24",1,2023-02-22,27,"demrepcongo","Male",0,1,1,0,51,1
"60bbcd2f4a292c8a091a9a7b8ec0db992f91644cf0dc9a5e7f43f30228bab261","14f8183dd8f9719337fafc529b03192b","371950f7",3,2023-02-23,20,"demrepcongo","Male",0,0,0,0,52,12
"acb23fd638578a15e412b60e8185181b2ceb328b62d37181949974ad21aab581","14f8183dd8f9719337fafc529b03192b","371950f7",3,2023-02-23,61,"demrepcongo","Male",0,0,0,0,52,12
"bb28add0d3fadb7b032e165cd0c973e00ed5ed03e7571404ead1103181be4c8c","14f8183dd8f9719337fafc529b03192b","371950f7",3,2023-02-23,57,"demrepcongo","Female",0,0,0,0,52,12
"5deb895ea55fe2a0c43db548cc3fcc325bbee6fd0a8db7b7b0749bdad6955330","1f2a96f30b25d65f156eb09f2e610d9f","88311c24",8,2023-02-23,27,"afghanistan","Female",0,0,0,0,53,1
"ad7280bbeacb61f8e01eaf8a74a52d07228d8cc826093af717fdcc55719238e6","1f2a96f30b25d65f156eb09f2e610d9f","88311c24",8,2023-02-23,34,"afghanistan","Male",0,0,0,0,53,1
"dd6ee91e388024e1d0ebca9ccdaed02b1a726f8fb5518fe0ce677357271085a2","6bfd8182369b2ec478c67584c8515479","f083c7e8",4,2023-02-23,29,"burma","Female",0,0,0,0,54,25
"ac178b870a90b0e5f7d2c51cc3422412cb9b5feff6dde498112215629dcf8fd9","6bfd8182369b2ec478c67584c8515479","f083c7e8",4,2023-02-23,28,"burma","Male",0,0,0,0,54,25
"5df52897418551217b0fa1ab72603f895af8dcbc494e8e56389f1aa083e182af","7396b34e98f1a0876b547bad7702f5b5","f9eceaf1",13,2023-02-23,24,"demrepcongo","Male",0,0,0,0,55,26
"d92b6aa0a3cfc369a09f1e5e6eebbdc47c1a1445a5ae2ce109a449cc7d088e22","7396b34e98f1a0876b547bad7702f5b5","f9eceaf1",13,2023-02-23,18,"demrepcongo","Female",0,0,0,0,55,26
"288eebf04f55304ac99f4ec90d8084043e072821a549d806a7999041b99aea75","7396b34e98f1a0876b547bad7702f5b5","f9eceaf1",13,2023-02-23,18,"demrepcongo","Male",0,0,0,0,55,26
"09f4754d8ae7aff8fbd299f4ddb4948180a652492bf5de0fcad26fafd42819af","7396b34e98f1a0876b547bad7702f5b5","f9eceaf1",13,2023-02-23,21,"demrepcongo","Female",0,0,0,0,55,26
"1063d2cb241225072cd915f1b3dbe08b0555e81abb6207452ad5b4ce5d79520a","7396b34e98f1a0876b547bad7702f5b5","f9eceaf1",13,2023-02-23,20,"demrepcongo","Female",0,0,0,0,55,26
"3147bdc192e9b1b086cd083413a51bd3b4c75f51243007a4e35fdaea810762cb","7396b34e98f1a0876b547bad7702f5b5","f9eceaf1",13,2023-02-23,39,"demrepcongo","Female",0,0,0,0,55,26
"73b6977167649a42ab34838cd60ec97033fc0a10b4224f0417d970bfc7b99b40","7396b34e98f1a0876b547bad7702f5b5","f9eceaf1",13,2023-02-23,47,"demrepcongo","Male",0,0,0,0,55,26
"b6203c4a38f67bced0320f73aa7baac3e50b8494438c6eb5f4e2bf313199be0e","769f50d542026cbcfa643fcb3e098478","3f60c16b",7,2023-02-23,18,"syria","Female",0,0,0,0,56,27
"825d1c062ec425eb4662bd01d5357495acc96393874e9526eb90e822cbb0cdc6","769f50d542026cbcfa643fcb3e098478","3f60c16b",7,2023-02-23,37,"syria","Female",0,0,0,0,56,27
"2ed5cf7320afd66b22a005d4222a3ab8eef872913048ac8b236581e34ee939a5","769f50d542026cbcfa643fcb3e098478","3f60c16b",7,2023-02-23,41,"syria","Male",0,0,0,0,56,27
"97cf777aa4aba612ee055e70e38b5b200af544cb578f3363c5d8eb154613ecd4","7f2858d969dc55a01f4c587ebabe521a","371950f7",1,2023-02-23,22,"demrepcongo","Male",0,1,0,0,57,12
"abb7aaa80e058c4d49c91553f0a4efa280a57986c6e7de9bc309ebe6e1b110ca","904ff2b0c8e4ca6d97ae13a5869f6b63","eabc1905",1,2023-02-23,22,"burma","Female",0,0,1,0,58,22
"598a19abd9aaaccb8e2a672702b5d0c32d6215eacb4a33b705da36cd03308ee7","a62eb29a0a4d5dff941f5e64daf9500e","371950f7",1,2023-02-23,22,"demrepcongo","Male",0,0,0,0,59,12
"faef1227514c28ac596b1f56fc7d8e52a80b577adb680dd49116cc0e51c32fa2","af605a3c995c7ccd910aeadb46d88cb6","2d268e1a",1,2023-02-23,22,"demrepcongo","Female",0,0,1,1,60,28
"cc7e8eb777616d0838c68562c7d10076a4a3c55e050184bfdb66a737eea14e52","b831ec774c9484c7feb2e2e2af66b321","371950f7",2,2023-02-23,23,"demrepcongo","Female",0,0,0,1,61,12
"e4484010ba4ada5a71297fe349e6ae30d063bdab11eab2ad28d152f5dc7891a1","cae91259dba9ddd055fcfc7e8f1b618a","eabc1905",12,2023-02-23,39,"demrepcongo","Female",0,0,0,0,62,22
"e09b8bf7344ab4ea22f15e9d44d5eccb4a0ba91380c7c17a3e095efe71d958c2","cae91259dba9ddd055fcfc7e8f1b618a","eabc1905",12,2023-02-23,20,"demrepcongo","Female",0,0,0,0,62,22
"693fdaac4db7858f4cdc6c5d5e4ebb004e7f059e8764669f752b5a13a06c5266","cae91259dba9ddd055fcfc7e8f1b618a","eabc1905",12,2023-02-23,21,"demrepcongo","Male",0,0,0,0,62,22
"f301fdd75c575d4c4671e497b3a4bb33f7515d89d63d85c8cefb5a6c1490514d","cae91259dba9ddd055fcfc7e8f1b618a","eabc1905",12,2023-02-23,23,"demrepcongo","Male",0,0,0,0,62,22
"ddb3a89fe7cf2b07300964f5d4e658410369df09e240750c530aa0bedf2a3e7a","cae91259dba9ddd055fcfc7e8f1b618a","eabc1905",12,2023-02-23,22,"demrepcongo","Male",0,0,0,0,62,22
"4a78b6c6f5b72928943ef7b015a174e7f1ca1a4ac78213a9a432ca834eea3315","cae91259dba9ddd055fcfc7e8f1b618a","eabc1905",12,2023-02-23,39,"demrepcongo","Male",0,0,0,0,62,22
"c6522af9fdcf2e52471b5b39b9afe586421ef3d4ea3f43c7ee12e181a30ce9da","db2a4ceb7d81bcaf6429ecee500422bb","ebaaa580",4,2023-02-23,39,"pakistan","Female",1,0,0,0,63,29
"3c834ec8ad61810ff46fb24348f8291f7647dff662dfd3f3dd74810f70f7cad0","db2a4ceb7d81bcaf6429ecee500422bb","ebaaa580",4,2023-02-23,18,"pakistan","Female",1,0,0,0,63,29
"fd33f6750acb35ba3aca37da0b134f61a9d5f3650a99b734ead62d5c83a6dbc4","f20f82ab0120b9799045db7caed7a762","f9eceaf1",1,2023-02-23,22,"demrepcongo","Male",1,1,0,0,64,26
"f200e5ee1bcebff6366c1088185d26714c8d60b1a85675a4aed59bc2fee0569c","f9449cfdd54f9b508f7292cfdf3d5b36","df4d0d19",1,2023-02-23,24,"burma","Female",0,0,1,0,65,14
"0ded55f861ae1b3611b83efe5a49b0943404ad4f1b4d171e39a5fdc0b713cb98","fa40f72d8f45f6ed841f7eb7448e5ad1","0a63bef4",4,2023-02-23,43,"burma","Male",0,0,0,0,66,24
"2a054a7f43ea448eb054e7b501d3414182b554019e92ea347cfad5e0350bd1f4","fa40f72d8f45f6ed841f7eb7448e5ad1","0a63bef4",4,2023-02-23,33,"burma","Female",0,0,0,0,66,24
"8cf3c6805ac4a8550b1ff645f6e9c6c8866c586fa774fe20ef9c30d7f5a204f1","c7e62801ee99db73b426c1434a3aab72","eb58ce03",1,2023-02-24,26,"afghanistan","Female",0,0,1,0,67,10
"3ed3da0a0741a060fa5a76cf4bb3609362fb305a37b472c3973e48788ee40a42","26e5a55179dc09d9982f8dce23d4a7f6","de5bb19c",2,2023-02-25,74,"afghanistan","Male",0,0,0,0,68,11
"0817cbd8102b421f4e0d24ca106f3f5fb19c127f57410eeef6c3074d9e98f2b4","26e5a55179dc09d9982f8dce23d4a7f6","de5bb19c",2,2023-02-25,66,"afghanistan","Female",0,0,0,0,68,11
"752eae818e4cae053539d50987f8cde0631e22a182fd0c9aaa9be082474abaa7","05a0ed4facef035695923294c3fa05dd","c572d3f4",6,2023-02-28,36,"demrepcongo","Female",1,0,0,1,69,6
"92f64dd6583064721201848a47931edafc0117004873b1e797a8de3926f69dfa","076d15679951aec176704d5bd9d01b6d","2449a303",3,2023-02-28,59,"syria","Female",1,0,0,0,70,15
"af1638f7c6f746bc88cebdda2e7fcd27e8cb94bca4223b2c591edcaa5882632e","076d15679951aec176704d5bd9d01b6d","2449a303",3,2023-02-28,22,"syria","Male",1,0,0,0,70,15
"834da937e9faca54203e4efdbbc94f25e267a67bff3708e1be9abf89635861bb","076d15679951aec176704d5bd9d01b6d","2449a303",3,2023-02-28,67,"syria","Male",1,0,0,0,70,15
"9253aff2e5e63a5658af42621d52524643a2920477de7ea7aadcaaa575992d95","2d8e5e1a5e244a8dd487cb8cdcdf3d22","cd0b4268",5,2023-02-28,52,"afghanistan","Male",1,0,0,0,71,23
"fd201fbc238a01181200192adb7179cbed0e61eeb99997db720b5225e08e5ed1","2d8e5e1a5e244a8dd487cb8cdcdf3d22","cd0b4268",5,2023-02-28,47,"afghanistan","Female",1,0,0,0,71,23
"ae2d1ea8f9abb4bae24157c563a4d0b33e27b7e47914d95437c3727332a17fd5","368c90e3abd443c0cfc96c70478c9064","de5bb19c",6,2023-02-28,37,"afghanistan","Female",0,0,0,0,72,11
"966c3eae42ce6a59dc810d946790a6f5d13ac67f17dd33d7ebd9a8d8e71335e3","368c90e3abd443c0cfc96c70478c9064","de5bb19c",6,2023-02-28,38,"afghanistan","Male",0,0,0,0,72,11
"7fb47dc7d513e95231faf084c5ece8e8b139e71e82ea78f3285b82475657dc72","3b12202997b7d5d5e2e9375b845be091","47d21aa7",9,2023-02-28,45,"demrepcongo","Male",1,0,0,0,73,7
"7863483b0547efc46fa15b4daa6bd54971ae8bad8fb56abb82a665df42eaa9e3","3b12202997b7d5d5e2e9375b845be091","47d21aa7",9,2023-02-28,36,"demrepcongo","Female",1,0,0,0,73,7
"fef4d62974e29b2085c4d40b4bd703dedeb30ec31847ad854e1cdcda3c4224f2","54ee4c0991a391721884f2b0dc8656f8","19c12683",3,2023-02-28,21,"afghanistan","Female",0,0,0,0,74,5
"6ad31abf053dfb1dda78677f530e01a146f006060cb5409d9fc9b64b042a8405","54ee4c0991a391721884f2b0dc8656f8","19c12683",3,2023-02-28,31,"afghanistan","Male",0,0,0,0,74,5
"b0d66b559191bf46aa69ade78e013246b0883184439b9f3cdddf54e24fb7c2db","61ff14cc9b4287f6c54052b3e55adfff","371950f7",1,2023-02-28,20,"demrepcongo","Male",0,1,0,0,75,12
